
Client request served,4-tuple:,127.0.0.1,47,127.0.0.1,55371,Requested URL,/Users/juni/Desktop/FinalProject//HelloWorld.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 164
"
Client request served,4-tuple:,127.0.0.1,47,127.0.0.1,55378,Requested URL,/Users/juni/Desktop/FinalProject//HelloWorld.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 164
"
Client request served,4-tuple:,127.0.0.1,47,127.0.0.1,55379,Requested URL,/Users/juni/Desktop/FinalProject//HelloWorld.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 164
"
Client request served,4-tuple:,127.0.0.1,4,127.0.0.1,55516,Requested URL,/Users/juni/Desktop/FinalProject//filesystem/HTMLfile_with_online_images/Example2.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 640
"
Client request served,4-tuple:,127.0.0.1,4,127.0.0.1,55518,Requested URL,/Users/juni/Desktop/FinalProject//HelloWorld.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 164
"
Client request served,4-tuple:,127.0.0.1,4,127.0.0.1,55526,Requested URL,/Users/juni/Desktop/FinalProject//filesystem/large_file/10MB.zip,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 10485760
"
Client request served,4-tuple:,127.0.0.1,4,127.0.0.1,55596,Requested URL,/Users/juni/Desktop/FinalProject//filesystem/large_file/10MB.zip,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 10485760
"
Client request served,4-tuple:,127.0.0.1,4,127.0.0.1,55598,Requested URL,/Users/juni/Desktop/FinalProject//HelloWorld.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 164
"
Client request served,4-tuple:,127.0.0.1,5,127.0.0.1,55601,Requested URL,/Users/juni/Desktop/FinalProject//HelloWorld.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 164
"
Client request served,4-tuple:,127.0.0.1,5,127.0.0.1,55636,Requested URL,/Users/juni/Desktop/FinalProject//HelloWorld.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 164
"
Client request served,4-tuple:,127.0.0.1,5,127.0.0.1,55657,Requested URL,/Users/juni/Desktop/FinalProject//filesystem/HTMLfile_with_online_images/Example2.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 640
"
Client request served,4-tuple:,127.0.0.1,5,127.0.0.1,55658,Requested URL,/Users/juni/Desktop/FinalProject//filesystem/HTMLfile_with_online_images/Example2.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 640
"
Client request served,4-tuple:,127.0.0.1,3000,127.0.0.1,50557,Requested URL,/Users/juni/Desktop/FinalProject//HelloWorld.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 164
"
Client request served,4-tuple:,127.0.0.1,3000,127.0.0.1,50571,Requested URL,/Users/juni/Desktop/FinalProject//filesystem/filesystem.zip,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 10738213
"
Client request served,4-tuple:,127.0.0.1,3000,127.0.0.1,50817,Requested URL,/Users/juni/Desktop/FinalProject//filesystem/filesystem.zip,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 10738213
"
Client request served,4-tuple:,127.0.0.1,3000,127.0.0.1,50820,Requested URL,/Users/juni/Desktop/FinalProject//,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 448
"
Client request served,4-tuple:,127.0.0.1,4000,127.0.0.1,50843,Requested URL,/Users/juni/Desktop/FinalProject//HelloWorld.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 164
"
Client request served,4-tuple:,127.0.0.1,2200,127.0.0.1,50870,Requested URL,/Users/juni/Desktop/FinalProject//HelloWorld.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 164
"
Client request served,4-tuple:,127.0.0.1,2300,127.0.0.1,50891,Requested URL,/Users/juni/Desktop/FinalProject//HelloWorld.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 164
"
Client request served,4-tuple:,127.0.0.1,2200,127.0.0.1,51004,Requested URL,/Users/juni/Desktop/FinalProject//HelloWorld.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 164
"
Client request served,4-tuple:,127.0.0.1,2200,127.0.0.1,51005,Requested URL,/Users/juni/Desktop/FinalProject//HelloWorld.html,"HTTP/1.1 200 OK
",Bytes transmitted:,"Content-Length: 164
"
